car_name,yr_mfr,fuel_type,kms_run,city,body_type,transmission,total_owners,original_price,sale_price
maruti,2016,diesel,146339,faridabad,suv,manual,1,680984,585899
maruti,2019,petrol,13156,faridabad,hatchback,manual,1,619399,595999
maruti,2013,petrol,35998,faridabad,hatchback,manual,1,,228699
maruti,2012,diesel,47140,faridabad,hatchback,manual,1,,359899
maruti,2009,petrol,55752,faridabad,hatchback,manual,1,177255,148099
hyundai,2010,petrol,81321,faridabad,hatchback,manual,1,,207099
maruti,2017,petrol & cng,92544,faridabad,hatchback,manual,2,,327399
hyundai,2018,diesel,44510,faridabad,suv,,1,1399530,1272901
maruti,2017,diesel,60278,faridabad,sedan,manual,1,,583699
mahindra,2012,diesel,90241,faridabad,luxury suv,manual,1,523632,411399
maruti,2016,petrol & cng,129497,faridabad,hatchback,manual,1,446887,388299
maruti,2015,diesel,161213,faridabad,sedan,manual,1,,517899
maruti,2017,petrol,19584,faridabad,hatchback,manual,1,355242,354899
maruti,2018,petrol,23224,faridabad,hatchback,manual,1,473870,462299
maruti,2016,diesel,35253,faridabad,hatchback,manual,1,536386,436599
toyota,2011,petrol,30101,faridabad,sedan,manual,1,,280899
maruti,2019,petrol & cng,14890,faridabad,,,1,631276,480399
renault,2019,petrol,32015,faridabad,hatchback,manual,1,349099,338099
maruti,2017,petrol,37687,faridabad,hatchback,manual,1,484131,394099
toyota,2013,diesel,46674,faridabad,suv,manual,1,794640,661899
honda,2011,petrol,58348,faridabad,hatchback,manual,1,,269299
hyundai,2018,diesel,15451,faridabad,suv,,2,1602788,1301484
maruti,2019,diesel,22386,faridabad,suv,manual,1,835347,786999
hyundai,2010,petrol,82874,faridabad,hatchback,manual,2,200012,194599
mahindra,2019,diesel,5503,faridabad,suv,manual,1,934950,894499
ford,2016,diesel,57761,faridabad,suv,manual,1,,525099
skoda,2012,petrol,84629,faridabad,luxury sedan,automatic,3,386539,380699
maruti,2012,petrol,86976,faridabad,suv,manual,1,,396299
ford,2013,diesel,89057,faridabad,suv,manual,1,422586,394199
volkswagen,2012,petrol,95562,faridabad,sedan,manual,1,,397099
maruti,2012,petrol,87048,faridabad,sedan,manual,1,377750,288999
maruti,2014,petrol,81799,faridabad,suv,manual,1,451360,443899
maruti,2014,diesel,117196,faridabad,hatchback,manual,1,389378,328599
mahindra,2013,diesel,79920,faridabad,luxury suv,manual,1,490251,489599
maruti,2012,petrol & cng,141484,faridabad,hatchback,manual,2,,175099
maruti,2018,petrol & cng,76497,faridabad,suv,manual,1,403341,312699
maruti,2013,petrol & cng,82921,faridabad,hatchback,manual,2,,185399
honda,2014,diesel,97612,faridabad,suv,manual,2,,389999
maruti,2011,diesel,155467,faridabad,sedan,manual,1,230995,175899
mahindra,2015,diesel,92818,faridabad,suv,manual,1,,486299
hyundai,2015,diesel,207822,faridabad,suv,,1,809401,662999
maruti,2013,diesel,139528,faridabad,sedan,manual,1,436302,335399
maruti,2017,petrol,40613,faridabad,hatchback,manual,1,,453754
tata,2019,diesel,2583,faridabad,,,1,,1300000
maruti,2011,petrol & cng,76138,faridabad,hatchback,manual,1,,180000
nissan,2013,diesel,126968,faridabad,sedan,manual,1,,300000
maruti,2018,petrol,43627,faridabad,hatchback,automatic,1,,566099
mahindra,2013,diesel,88252,faridabad,suv,manual,1,,458000
hyundai,2013,diesel,58594,faridabad,luxury suv,manual,1,,652000
hyundai,2012,petrol,81210,faridabad,hatchback,manual,1,,150000
mahindra,2016,petrol & cng,20008,faridabad,suv,manual,2,,300000
toyota,2013,diesel,152265,faridabad,suv,manual,2,,650000
maruti,2016,diesel,147536,faridabad,sedan,manual,2,,390000
toyota,2008,petrol,107631,faridabad,,,1,,215000
bmw,2012,diesel,71923,faridabad,luxury sedan,automatic,2,,925000
toyota,2011,diesel,129051,faridabad,suv,manual,2,,495000
hyundai,2014,diesel,121358,faridabad,hatchback,manual,2,,450000
hyundai,2010,petrol & lpg,103139,faridabad,hatchback,manual,2,,100000
maruti,1996,petrol,45876,faridabad,hatchback,manual,1,,70000
toyota,2013,diesel,103300,faridabad,suv,manual,2,,800000
nissan,2014,diesel,75757,faridabad,suv,manual,1,,400000
maruti,2015,diesel,68462,faridabad,,,1,,440000
honda,2014,diesel,73671,faridabad,sedan,manual,1,,350000
nissan,2014,diesel,107200,faridabad,suv,manual,1,,450000
maruti,2006,petrol,47880,faridabad,hatchback,manual,1,,75000
ford,2016,diesel,27982,faridabad,suv,manual,1,,700000
maruti,2012,diesel,19010,ghaziabad,sedan,manual,1,,366399
maruti,2018,petrol,4397,ghaziabad,hatchback,,1,468980,352299
maruti,2017,petrol,5064,ghaziabad,hatchback,manual,1,417840,349199
maruti,2015,diesel,22091,ghaziabad,hatchback,manual,1,380899,369599
maruti,2013,petrol,28929,ghaziabad,hatchback,manual,2,,199799
maruti,2014,petrol,33627,ghaziabad,hatchback,,2,262958,257499
renault,2016,petrol,14463,ghaziabad,hatchback,manual,1,,282499
hyundai,2014,petrol,44076,ghaziabad,hatchback,manual,2,459540,369499
renault,2018,petrol,5568,ghaziabad,hatchback,manual,1,,319499
honda,2013,petrol,55463,ghaziabad,hatchback,manual,2,228918,219999
maruti,2014,petrol,38526,ghaziabad,hatchback,manual,2,,265799
renault,2019,petrol,22226,ghaziabad,hatchback,manual,1,458587,360499
hyundai,2017,petrol,26464,ghaziabad,hatchback,manual,2,497495,473999
nissan,2013,diesel,47811,ghaziabad,suv,manual,1,582863,490399
renault,2013,diesel,47019,ghaziabad,suv,manual,1,522528,454499
renault,2016,petrol,20114,ghaziabad,hatchback,manual,1,333553,291399
maruti,2017,petrol,41048,ghaziabad,sedan,manual,1,769151,609399
hyundai,2019,diesel,8026,ghaziabad,suv,,1,1040672,845099
maruti,2011,petrol,53953,ghaziabad,hatchback,manual,1,,194899
maruti,2014,petrol,54909,ghaziabad,hatchback,manual,2,284099,274199
hyundai,2015,diesel,63987,ghaziabad,sedan,manual,2,692496,559799
maruti,2008,petrol,58267,ghaziabad,hatchback,manual,1,156325,115899
hyundai,2015,petrol,30896,ghaziabad,hatchback,manual,2,,310299
volkswagen,2013,petrol,69745,ghaziabad,hatchback,manual,1,344851,288199
maruti,2018,diesel,26212,ghaziabad,suv,manual,1,963956,791399
jeep,2019,petrol,31532,ghaziabad,luxury suv,,1,,1320472
maruti,2015,diesel,61215,ghaziabad,hatchback,manual,1,578782,466099
maruti,2009,petrol,74979,ghaziabad,hatchback,manual,2,210074,167599
maruti,2010,petrol,94362,ghaziabad,hatchback,manual,2,193804,156199
maruti,2015,diesel,86813,ghaziabad,sedan,manual,1,655980,541499
toyota,2012,petrol,77552,ghaziabad,hatchback,manual,1,245799,242099
volkswagen,2010,petrol,120582,ghaziabad,hatchback,manual,2,239807,210299
maruti,2015,diesel,67081,ghaziabad,hatchback,manual,1,558461,438399
hyundai,2012,diesel,79907,ghaziabad,hatchback,manual,2,357286,285499
maruti,2008,petrol,89412,ghaziabad,sedan,manual,2,226901,189399
honda,2013,diesel,98889,ghaziabad,sedan,manual,1,304600,259199
honda,2012,petrol,89214,ghaziabad,hatchback,manual,1,,207599
renault,2013,petrol,69719,ghaziabad,suv,manual,1,,406899
maruti,2014,diesel,71382,ghaziabad,hatchback,manual,1,384999,371599
volkswagen,2010,petrol,123572,ghaziabad,hatchback,manual,2,190199,184199
honda,2014,diesel,141685,ghaziabad,sedan,manual,1,379005,310499
maruti,2012,diesel,115770,ghaziabad,sedan,manual,1,390529,315299
maruti,2013,diesel,144263,ghaziabad,hatchback,manual,2,361995,295599
hyundai,2012,diesel,141069,ghaziabad,hatchback,manual,1,336019,294499
honda,2011,petrol,144078,ghaziabad,sedan,manual,1,365132,304599
maruti,2016,diesel,101948,ghaziabad,suv,manual,1,658743,529999
bmw,2014,diesel,62225,ghaziabad,luxury sedan,automatic,2,1542845,1517018
maruti,2012,diesel,127042,ghaziabad,sedan,manual,1,383247,287399
toyota,2012,diesel,133608,ghaziabad,hatchback,manual,1,326356,249599
mahindra,2015,diesel,120710,ghaziabad,luxury suv,manual,1,650540,639999
hyundai,2014,diesel,109559,ghaziabad,sedan,manual,1,578169,482799
hyundai,2015,diesel,143079,ghaziabad,hatchback,manual,1,549500,440199
honda,2018,petrol,119791,ghaziabad,sedan,,1,979661,750799
maruti,2018,diesel,114832,ghaziabad,suv,manual,1,812898,647599
audi,2012,diesel,91533,ghaziabad,luxury sedan,automatic,2,1301935,1049792
honda,2010,petrol,22415,ghaziabad,sedan,manual,1,427506,344299
maruti,2014,diesel,44528,ghaziabad,hatchback,manual,1,474011,378399
maruti,2015,petrol,37327,ghaziabad,hatchback,manual,1,424918,419599
maruti,2015,petrol,33351,ghaziabad,hatchback,manual,1,609802,486199
honda,2014,diesel,38914,ghaziabad,sedan,manual,1,337299,335799
ford,2015,petrol,28775,ghaziabad,sedan,manual,1,413820,412799
hyundai,2015,petrol,46217,ghaziabad,hatchback,manual,1,,474199
maruti,2019,petrol,13075,ghaziabad,sedan,manual,1,801338,641999
hyundai,2017,petrol,33097,ghaziabad,hatchback,,1,462099,439899
maruti,2012,petrol,63678,ghaziabad,hatchback,manual,1,270060,215799
maruti,2012,diesel,63608,ghaziabad,hatchback,manual,1,,285799
maruti,2012,petrol,39650,ghaziabad,hatchback,manual,1,312399,311699
hyundai,2008,petrol,94707,ghaziabad,hatchback,manual,1,188831,157099
maruti,2008,petrol,76422,ghaziabad,hatchback,manual,2,233332,204499
hyundai,2013,diesel,73501,ghaziabad,sedan,manual,1,498630,433699
maruti,2012,diesel,80682,ghaziabad,hatchback,manual,1,,322199
honda,2010,petrol,87756,ghaziabad,sedan,manual,1,449125,358599
honda,2015,petrol,80469,ghaziabad,hatchback,,1,411799,400699
maruti,2017,petrol & cng,56807,ghaziabad,hatchback,manual,1,345393,302199
ford,2017,diesel,73743,ghaziabad,suv,manual,1,722580,714899
ford,2014,diesel,82718,ghaziabad,hatchback,manual,2,,253599
honda,2009,petrol,144292,ghaziabad,sedan,,1,299039,237999
honda,2009,petrol,173017,ghaziabad,sedan,manual,1,,229499
maruti,2013,petrol,95840,ghaziabad,hatchback,manual,1,313306,253499
honda,2015,diesel,108988,ghaziabad,sedan,manual,1,421410,348599
hyundai,2015,diesel,70872,ghaziabad,hatchback,manual,1,383535,352399
hyundai,2015,diesel,150351,ghaziabad,luxury sedan,,1,743825,645299
toyota,2012,diesel,121632,ghaziabad,luxury suv,automatic,1,1288748,1147459
maruti,2010,petrol,29166,ghaziabad,hatchback,manual,1,161741,161199
maruti,2020,petrol,3639,ghaziabad,hatchback,manual,1,344847,322099
maruti,2012,petrol,31999,ghaziabad,hatchback,manual,1,394760,310799
maruti,2011,petrol,19599,ghaziabad,hatchback,manual,1,,172699
maruti,2020,petrol,3176,ghaziabad,hatchback,,1,509409,402199
maruti,2017,petrol,8433,ghaziabad,hatchback,automatic,1,418825,404699
hyundai,2014,petrol,23794,ghaziabad,hatchback,manual,2,386352,307599
hyundai,2011,petrol,17407,ghaziabad,hatchback,manual,1,323462,247499
hyundai,2013,petrol,11048,ghaziabad,hatchback,manual,1,279622,223499
honda,2011,petrol,35568,ghaziabad,sedan,manual,1,,329599
maruti,2020,petrol,5445,ghaziabad,suv,manual,1,508452,384599
maruti,2019,petrol,8812,ghaziabad,hatchback,,1,452591,432199
maruti,2012,petrol,53422,ghaziabad,sedan,manual,1,363867,283399
hyundai,2011,petrol,41648,ghaziabad,hatchback,manual,1,238199,229799
hyundai,2013,petrol,13531,ghaziabad,hatchback,manual,1,,231399
honda,2012,petrol,27694,ghaziabad,sedan,,1,,382299
maruti,2018,petrol,11025,ghaziabad,hatchback,manual,1,601769,575299
honda,2010,petrol,54826,ghaziabad,sedan,manual,1,320474,308899
maruti,2017,petrol,29989,ghaziabad,hatchback,manual,1,511539,415299
maruti,2016,petrol & cng,34760,ghaziabad,hatchback,manual,2,309934,232499
mahindra,2017,diesel,19481,ghaziabad,suv,,1,734796,569999
maruti,2014,petrol & cng,44911,ghaziabad,hatchback,automatic,1,464053,359599
maruti,2012,diesel,27242,ghaziabad,suv,manual,1,490684,440299
maruti,2018,petrol,22459,ghaziabad,hatchback,manual,1,519327,495599
maruti,2011,petrol & cng,60621,ghaziabad,hatchback,manual,1,286981,227399
mahindra,2015,diesel,26118,ghaziabad,suv,automatic,2,690872,544799
hyundai,2011,petrol,55874,ghaziabad,hatchback,manual,1,271634,227899
ford,2013,diesel,62712,ghaziabad,hatchback,manual,1,,176199
honda,2013,petrol,48711,ghaziabad,hatchback,manual,3,,229499
audi,2014,diesel,13800,ghaziabad,luxury suv,automatic,1,1451138,1414199
maruti,2010,petrol,64752,ghaziabad,hatchback,manual,2,,175299
toyota,2017,diesel,43641,ghaziabad,suv,manual,1,1347936,1294599
renault,2016,diesel,45930,ghaziabad,suv,,1,682740,528199
maruti,2018,petrol,17483,ghaziabad,sedan,,1,979680,726499
toyota,2010,petrol,79324,ghaziabad,luxury sedan,,2,266288,255699
maruti,2018,petrol,11400,ghaziabad,sedan,,1,929280,741799
jeep,2017,diesel,46533,ghaziabad,luxury suv,manual,2,1527997,1226744
toyota,2012,diesel,69430,ghaziabad,hatchback,manual,1,306820,258699
maruti,2018,petrol & cng,49286,ghaziabad,suv,manual,1,322722,305299
hyundai,2012,diesel,77969,ghaziabad,hatchback,manual,1,335618,274599
maruti,2015,diesel,81468,ghaziabad,hatchback,manual,1,540742,444599
maruti,2018,petrol & cng,40328,ghaziabad,hatchback,manual,2,,379799
mahindra,2013,diesel,89139,ghaziabad,suv,manual,2,,437099
honda,2012,petrol,98344,ghaziabad,sedan,manual,1,354500,353699
hyundai,2016,diesel,76651,ghaziabad,hatchback,manual,1,455277,436399
maruti,2018,petrol & cng,41721,ghaziabad,suv,manual,1,434418,374299
honda,2014,petrol,71800,ghaziabad,sedan,manual,1,388414,323299
ssangyong,2014,diesel,89990,ghaziabad,luxury suv,manual,1,621119,595799
maruti,2018,diesel,74994,ghaziabad,suv,manual,1,725104,607799
mahindra,2015,diesel,75863,ghaziabad,suv,manual,1,611443,523599
mahindra,2017,diesel,93769,ghaziabad,luxury suv,,1,1068385,1017371
bmw,2015,diesel,59109,ghaziabad,luxury sedan,automatic,1,1559589,1469199
toyota,2012,diesel,110004,ghaziabad,suv,manual,1,,515299
hyundai,2016,diesel,94738,ghaziabad,suv,manual,1,975946,762099
maruti,2014,petrol & cng,124808,ghaziabad,suv,manual,1,,204999
maruti,2007,petrol,94734,ghaziabad,hatchback,manual,2,126225,92499
maruti,2013,diesel,107134,ghaziabad,hatchback,manual,1,392730,305299
mahindra,2015,diesel,102722,ghaziabad,luxury suv,manual,1,903133,706299
hyundai,2010,petrol & cng,123137,ghaziabad,sedan,manual,1,,203099
renault,2012,diesel,125269,ghaziabad,suv,manual,1,330810,279499
tata,2014,petrol,29301,ghaziabad,sedan,manual,1,,250000
hyundai,2016,petrol,57507,ghaziabad,hatchback,manual,1,,450000
hyundai,2010,petrol,84181,ghaziabad,hatchback,manual,1,,135000
chevrolet,2005,petrol,102538,ghaziabad,,,3,,100000
maruti,2010,petrol,84151,ghaziabad,hatchback,manual,1,,100000
tata,2013,diesel,82737,ghaziabad,suv,manual,1,,285000
audi,2013,diesel,39944,ghaziabad,luxury sedan,automatic,1,,1050000
volkswagen,2016,petrol,26450,ghaziabad,,,1,,800000
maruti,2020,petrol,7770,ghaziabad,hatchback,manual,1,456000,432099
renault,2019,petrol,5965,ghaziabad,hatchback,manual,1,516320,393299
bmw,2013,petrol,122153,ghaziabad,luxury sedan,automatic,1,,1185000
hyundai,2010,petrol & cng,79091,ghaziabad,hatchback,manual,1,180155,141899
maruti,2012,petrol & cng,65573,ghaziabad,hatchback,manual,1,324170,249799
maruti,2014,petrol,59061,ghaziabad,hatchback,manual,1,,381484
maruti,2016,petrol & cng,87712,ghaziabad,suv,,1,753098,571999
maruti,2018,petrol & cng,37274,ghaziabad,suv,manual,1,,350000
hyundai,2011,petrol,29300,ghaziabad,hatchback,manual,2,,161100
maruti,2014,petrol,30297,ghaziabad,hatchback,manual,1,,425000
honda,2008,petrol,84397,ghaziabad,sedan,automatic,4,,140000
hyundai,2012,petrol,44993,ghaziabad,hatchback,manual,1,,140000
maruti,2004,petrol & cng,89567,ghaziabad,hatchback,manual,1,,20000
mahindra,2014,diesel,69786,ghaziabad,suv,manual,1,,580000
maruti,2005,petrol,68951,ghaziabad,hatchback,manual,1,,45000
maruti,2011,petrol,79894,ghaziabad,hatchback,manual,3,,130000
honda,2014,petrol,36846,ghaziabad,sedan,manual,1,,356000
renault,2013,diesel,67212,ghaziabad,sedan,manual,2,,285000
maruti,2011,diesel,148007,ghaziabad,sedan,manual,2,,200000
maruti,2008,petrol & cng,52233,ghaziabad,hatchback,manual,3,,135000
maruti,2013,diesel,80551,ghaziabad,hatchback,manual,1,,250000
hyundai,2004,petrol,94396,ghaziabad,sedan,manual,2,,50160
maruti,2018,petrol,8847,ghaziabad,sedan,manual,1,,900000
hyundai,2010,petrol,189456,ghaziabad,hatchback,manual,1,,123000
toyota,2011,petrol & cng,133922,ghaziabad,sedan,manual,1,,255000
hyundai,2012,petrol,44511,ghaziabad,hatchback,manual,2,,230000
maruti,2013,diesel,47220,ghaziabad,hatchback,manual,1,,335000
mahindra,2013,diesel,46217,ghaziabad,suv,manual,2,,700000
hyundai,2008,diesel,149942,ghaziabad,sedan,manual,1,,160000
hyundai,2014,diesel,57299,ghaziabad,hatchback,manual,1,,320000
nissan,2011,petrol,78354,ghaziabad,hatchback,manual,2,,190000
honda,2014,diesel,63187,ghaziabad,sedan,manual,1,,400000
renault,2014,diesel,101655,ghaziabad,suv,manual,1,,370000
hyundai,2018,diesel,24814,ghaziabad,,,2,,1500000
mahindra,2011,diesel,81239,ghaziabad,suv,manual,4,,360000
hyundai,2010,petrol,62675,ghaziabad,hatchback,manual,2,,130000
maruti,2010,diesel,110833,ghaziabad,sedan,manual,1,,240000
maruti,2009,petrol,147254,ghaziabad,hatchback,manual,1,,160000
maruti,2013,petrol,44427,ghaziabad,hatchback,manual,1,,200000
maruti,2007,petrol,134909,ghaziabad,hatchback,manual,2,,80000
hyundai,2014,petrol,10922,ghaziabad,sedan,manual,1,,340000
mahindra,2013,diesel,48237,ghaziabad,suv,manual,1,,250000
hyundai,2013,diesel,82685,ghaziabad,hatchback,manual,3,,300000
maruti,2017,diesel,29886,lucknow,hatchback,manual,1,591199,567299
mahindra,2016,diesel,142341,lucknow,suv,manual,1,1146274,929199
maruti,2015,petrol,3628,lucknow,hatchback,manual,2,342138,282399
maruti,2011,petrol,21743,lucknow,hatchback,manual,1,,186499
maruti,2018,petrol,20535,lucknow,hatchback,manual,1,356920,289099
maruti,2015,petrol,17391,lucknow,hatchback,manual,1,340633,275299
maruti,2015,petrol,14828,lucknow,hatchback,manual,1,527399,527299
hyundai,2016,petrol,43257,lucknow,hatchback,manual,1,312840,266199
maruti,2015,petrol,7222,lucknow,hatchback,manual,1,324393,272399
maruti,2017,petrol,49227,lucknow,hatchback,manual,1,491700,411999
hyundai,2018,petrol,8204,lucknow,hatchback,manual,1,,318599
maruti,2013,diesel,50998,lucknow,hatchback,manual,1,460569,379399
maruti,2020,petrol,4874,lucknow,hatchback,manual,1,744480,608799
maruti,2013,diesel,38591,lucknow,hatchback,manual,1,353859,309799
maruti,2013,petrol,47952,lucknow,sedan,manual,1,492781,415299
hyundai,2016,petrol,40610,lucknow,hatchback,manual,1,233699,233599
maruti,2017,petrol,14048,lucknow,sedan,manual,1,670344,543799
maruti,2013,petrol,31324,lucknow,sedan,manual,1,503869,442499
hyundai,2017,petrol,21346,lucknow,hatchback,manual,1,572025,540399
tata,2015,petrol,52398,lucknow,sedan,manual,1,364060,336199
maruti,2013,petrol,27913,lucknow,hatchback,manual,1,272040,245799
maruti,2019,petrol,31519,lucknow,hatchback,manual,1,614199,614099
hyundai,2019,petrol,7743,lucknow,,,1,579450,492299
maruti,2015,petrol,43943,lucknow,hatchback,manual,1,523389,430699
maruti,2018,petrol,30599,lucknow,hatchback,manual,1,391690,331999
hyundai,2017,petrol,53626,lucknow,hatchback,manual,1,439651,373799
maruti,2018,petrol,60362,lucknow,hatchback,manual,2,322099,321999
maruti,2018,petrol,29890,lucknow,hatchback,manual,1,693042,536899
hyundai,2019,petrol,20254,lucknow,hatchback,manual,1,602901,499999
hyundai,2013,petrol,54844,lucknow,hatchback,manual,2,376520,339999
maruti,2016,petrol,51267,lucknow,hatchback,automatic,1,457922,386299
mahindra,2018,diesel,23085,lucknow,suv,manual,1,720899,720799
maruti,2017,petrol,45181,lucknow,hatchback,manual,1,528257,511799
maruti,2013,petrol,69746,lucknow,hatchback,manual,1,214299,190099
maruti,2018,petrol,40464,lucknow,hatchback,manual,2,578462,565399
hyundai,2018,petrol,31220,lucknow,hatchback,manual,1,588324,494299
hyundai,2008,petrol,76434,lucknow,sedan,manual,1,,150399
honda,2018,petrol,26347,lucknow,sedan,manual,1,1027987,869899
hyundai,2017,petrol,55502,lucknow,hatchback,manual,1,472388,461499
mahindra,2017,diesel,65063,lucknow,suv,manual,1,727364,600399
datsun,2016,petrol,39608,lucknow,hatchback,manual,1,246584,226099
maruti,2018,diesel,32079,lucknow,suv,manual,1,,880799
hyundai,2010,petrol,62432,lucknow,hatchback,manual,1,194813,183499
honda,2018,petrol,44406,lucknow,suv,,1,,644099
hyundai,2015,petrol,56058,lucknow,hatchback,manual,2,559987,494599
hyundai,2013,petrol,56218,lucknow,hatchback,manual,2,244234,219999
hyundai,2017,diesel,57122,lucknow,suv,automatic,1,1313240,1098575
maruti,2019,petrol,62420,lucknow,,,1,,522499
renault,2016,petrol,78540,lucknow,hatchback,,1,,335099
hyundai,2017,diesel,97271,lucknow,hatchback,manual,1,550209,468299
tata,2017,diesel,83833,lucknow,suv,manual,2,758096,627599
hyundai,2018,diesel,59830,lucknow,sedan,,1,589791,539999
maruti,2014,diesel,64286,lucknow,hatchback,manual,1,456542,423299
bmw,2014,diesel,109183,lucknow,luxury sedan,automatic,2,,1561660
maruti,2015,diesel,106173,lucknow,hatchback,manual,1,464952,394799
toyota,2017,diesel,232482,lucknow,sedan,manual,1,635948,542599
hyundai,2011,diesel,122631,lucknow,sedan,manual,1,385480,381499
maruti,2016,petrol,85834,lucknow,sedan,manual,1,616693,522499
maruti,2014,petrol,104925,lucknow,hatchback,manual,1,282260,273099
maruti,2015,petrol,105850,lucknow,hatchback,manual,1,375800,372099
maruti,2015,diesel,146707,lucknow,suv,manual,1,539850,496099
toyota,2014,diesel,182082,lucknow,luxury suv,manual,2,1490068,1268053
hyundai,2015,diesel,132967,lucknow,suv,,2,881106,730099
mahindra,2015,diesel,159969,lucknow,suv,,1,949248,804099
maruti,2010,petrol,104540,lucknow,hatchback,manual,1,235677,229899
maruti,2018,diesel,117688,lucknow,hatchback,manual,1,855009,725999
maruti,2014,petrol & cng,173730,lucknow,hatchback,manual,1,,244099
mahindra,2015,diesel,185977,lucknow,luxury suv,manual,2,,609399
ford,2016,diesel,127560,lucknow,suv,manual,1,,430125
hyundai,2018,petrol,1355,lucknow,hatchback,manual,1,,507599
maruti,2019,petrol,15547,lucknow,sedan,manual,1,821289,668999
maruti,2013,petrol,26586,lucknow,hatchback,manual,1,257410,218499
hyundai,2015,petrol,21477,lucknow,hatchback,manual,1,552898,461699
hyundai,2017,diesel,20888,lucknow,hatchback,manual,1,562435,477299
maruti,2016,diesel,41739,lucknow,sedan,manual,1,673053,537999
maruti,2018,petrol,78869,lucknow,hatchback,manual,1,,288899
maruti,2016,diesel,62899,lucknow,sedan,,1,639270,528199
maruti,2019,petrol,55048,lucknow,hatchback,manual,1,454738,380799
renault,2018,petrol,43035,lucknow,hatchback,manual,1,358430,315899
hyundai,2015,diesel,148250,lucknow,sedan,manual,2,633876,531399
maruti,2010,diesel,77518,lucknow,hatchback,manual,1,,215000
tata,2011,diesel,126285,lucknow,suv,manual,1,,210000
tata,2018,diesel,62362,lucknow,hatchback,manual,1,,360000
skoda,2013,diesel,77251,lucknow,luxury sedan,manual,2,,630000
mahindra,2016,diesel,60337,lucknow,suv,manual,2,,580000
hyundai,2010,diesel,87220,lucknow,sedan,manual,1,,250000
toyota,2012,diesel,116838,lucknow,luxury suv,manual,2,,1100000
hyundai,2012,diesel,47317,lucknow,hatchback,manual,1,,370000
toyota,2009,diesel,274167,lucknow,suv,manual,2,,415000
tata,2011,diesel,119634,lucknow,hatchback,manual,2,,150000
hyundai,2015,diesel,101527,lucknow,hatchback,manual,2,,350000
maruti,2012,petrol,69029,pune,sedan,manual,3,365029,364299
hyundai,2013,petrol,45721,gurgaon,hatchback,manual,1,,216799
honda,2013,diesel,37395,pune,sedan,manual,1,,387399
hyundai,2012,petrol,37652,bengaluru,hatchback,manual,3,,364699
hyundai,2017,diesel,53648,lucknow,suv,automatic,1,1125840,1082011
renault,2016,petrol,55724,bengaluru,suv,manual,1,,695999
hyundai,2010,petrol,59295,chennai,hatchback,manual,2,286499,286399
maruti,2014,petrol,50294,bengaluru,hatchback,manual,1,349654,283299
maruti,2018,petrol & cng,54422,new delhi,suv,manual,2,,346399
maruti,2013,petrol,116848,bengaluru,hatchback,manual,1,263694,205299
hyundai,2019,petrol,5450,mumbai,suv,,1,,1211594
mahindra,2015,diesel,85560,faridabad,luxury suv,manual,2,717030,715299
maruti,2015,petrol,43743,bengaluru,hatchback,manual,2,591000,499099
maruti,2012,diesel,72428,new delhi,hatchback,manual,1,278806,203899
hyundai,2014,petrol,26839,new delhi,hatchback,manual,1,,224999
toyota,2009,petrol,246967,mumbai,luxury sedan,,2,,307999
hyundai,2008,petrol,71758,mumbai,hatchback,manual,1,163699,157399
hyundai,2012,petrol,41632,hyderabad,hatchback,automatic,1,466946,383999
honda,2015,petrol,121587,hyderabad,sedan,manual,1,755875,620299
maruti,2011,petrol,26173,ghaziabad,hatchback,manual,2,,188399
maruti,2015,diesel,61537,ahmedabad,,,1,,450000
maruti,2010,petrol,29699,mumbai,hatchback,manual,1,241838,210099
hyundai,2019,petrol,31118,ahmedabad,suv,,1,1345100,1155236
hyundai,2008,petrol,20719,bengaluru,hatchback,manual,1,,242299
hyundai,2012,petrol,11420,pune,hatchback,manual,2,,270799
hyundai,2011,petrol,82120,hyderabad,hatchback,manual,1,470953,387899
maruti,2012,diesel,92029,mumbai,sedan,manual,2,,417399
maruti,2019,petrol,7723,pune,sedan,manual,1,,651999
volkswagen,2011,petrol,50372,mumbai,hatchback,manual,2,305199,305099
mahindra,2014,diesel,156184,mumbai,suv,manual,1,,830699
maruti,2013,diesel,59531,bengaluru,sedan,manual,1,624990,504899
tata,2010,petrol,9278,bengaluru,hatchback,manual,1,96899,89099
maruti,2016,diesel,25881,ahmedabad,suv,manual,1,945633,802199
jeep,2017,diesel,25491,mumbai,luxury suv,manual,2,1390061,1389758
renault,2019,petrol,1222,mumbai,hatchback,manual,1,,397799
honda,2011,petrol,80062,pune,sedan,automatic,1,399799,394099
maruti,2017,petrol,76112,mumbai,hatchback,,1,,564299
maruti,2017,petrol,29996,hyderabad,hatchback,manual,2,546299,546199
honda,2010,petrol,49945,new delhi,hatchback,manual,1,327902,288499
maruti,2017,petrol,13072,chennai,,,1,364604,349299
honda,2018,petrol,28944,bengaluru,sedan,manual,1,589410,570399
maruti,2014,diesel,162517,mumbai,sedan,manual,1,,541499
maruti,2016,petrol & cng,81717,new delhi,suv,,1,300940,240899
hyundai,2013,petrol,23298,bengaluru,hatchback,automatic,1,,443099
hyundai,2016,diesel,107150,pune,sedan,automatic,1,,694399
ford,2010,diesel,82800,pune,hatchback,manual,3,,180000
hyundai,2011,petrol,58055,bengaluru,hatchback,manual,1,,416299
honda,2007,petrol,155004,gurgaon,sedan,manual,2,,141399
